1,14,-2,-16,17,14,14,20,25,-7,14,14,14,26,27,28,14,14,14,3,3,3,14,14,14,8,12
1,14,-2,-16,17,14,14,20,25,-7,14,14,14,26,27,28,14,14,14,3,3,3,14,14,14,8,12
1,14,19,-16,13,14,14,-1,13,-7,14,14,14,13,2,15,14,14,14,-19,-2,13,14,14,14,-19,12
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,15,14,14,14,-19,-2,13,14,14,14,-19,13
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,15,14,14,14,-19,-2,13,14,14,14,-19,13
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,15,14,14,14,-19,-2,13,14,14,14,-19,13
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,15,14,14,14,-19,-2,13,14,14,14,-19,13
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,15,14,14,14,-19,-2,13,14,14,14,-19,13
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,15,14,14,14,-19,-2,13,14,14,14,-19,13
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,15,14,14,14,-19,-2,13,14,14,14,-19,13
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,15,14,14,14,-19,-2,13,14,14,14,-19,13
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,15,14,14,14,-19,-2,13,14,14,14,-19,13
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,15,14,14,14,-19,-2,13,14,14,14,-19,13
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,-19,-2,13,14,14,14,-19,13
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,-19,-2,13,14,14,14,-19,13
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,-19,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,-19,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,-19,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,-19,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,-19,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,-19,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,-19,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,-19,14
